,obj,marina,anieke
10200,ZF6466-Globoquadrina-conglomerata_obj00008_plane000.jpg,change,correct
10201,ZF6466-Globoquadrina-conglomerata_obj00009_plane000.jpg,remove,correct
10202,ZF6466-Globoquadrina-conglomerata_obj00010_plane000.jpg,change,correct
10203,ZF6466-Globoquadrina-conglomerata_obj00011_plane000.jpg,change,correct
10204,ZF6466-Globoquadrina-conglomerata_obj00012_plane000.jpg,change,correct
10205,ZF6466-Globoquadrina-conglomerata_obj00013_plane000.jpg,change,correct
10208,ZF6466-Globoquadrina-conglomerata_obj00016_plane000.jpg,change,correct
10210,ZF6466-Globoquadrina-conglomerata_obj00018_plane000.jpg,change,correct
10211,ZF6466-Globoquadrina-conglomerata_obj00019_plane000.jpg,change,correct
10212,ZF6466-Globoquadrina-conglomerata_obj00020_plane000.jpg,change,correct
10213,ZF6466-Globoquadrina-conglomerata_obj00021_plane000.jpg,change,correct
10214,ZF6466-Globoquadrina-conglomerata_obj00022_plane000.jpg,change,correct
10215,ZF6466-Globoquadrina-conglomerata_obj00023_plane000.jpg,change,correct
10218,ZF6468-Globoquadrina-conglomerata_obj00001_plane000.jpg,change,correct
10219,ZF6468-Globoquadrina-conglomerata_obj00002_plane000.jpg,change,correct
10231,ZF6468-Globoquadrina-conglomerata_obj00014_plane000.jpg,change,correct
10232,ZF6468-Globoquadrina-conglomerata_obj00015_plane000.jpg,change,correct
10233,ZF6468-Globoquadrina-conglomerata_obj00016_plane000.jpg,change,correct
10234,ZF6468-Globoquadrina-conglomerata_obj00017_plane000.jpg,change,correct
10238,ZF6470-1-Globoquadrina-conglomerata_obj00003_plane000.jpg,remove,correct
10240,ZF6470-1-Globoquadrina-conglomerata_obj00005_plane000.jpg,remove,change
10241,ZF6470-1-Globoquadrina-conglomerata_obj00006_plane000.jpg,change,correct
10244,ZF6470-1-Globoquadrina-conglomerata_obj00009_plane000.jpg,remove,correct
10247,ZF6470-2-Globoquadrina-hexagona_obj00003_plane000.jpg,change,correct
10248,ZF6470-2-Globoquadrina-hexagona_obj00004_plane000.jpg,change,correct
10249,ZF6470-2-Globoquadrina-hexagona_obj00005_plane000.jpg,remove,correct
10250,ZF6470-2-Globoquadrina-hexagona_obj00006_plane000.jpg,change,correct
10252,ZF6470-2-Globoquadrina-hexagona_obj00008_plane000.jpg,change,correct
10254,ZF6470-2-Globoquadrina-hexagona_obj00010_plane000.jpg,change,correct
10259,ZF6470-2-Globoquadrina-hexagona_obj00015_plane000.jpg,remove,correct
10260,ZF6470-2-Globoquadrina-hexagona_obj00016_plane000.jpg,change,correct
10266,ZF6472-Globoquadrina-hexagona_obj00002_plane000.jpg,change,correct
10267,ZF6472-Globoquadrina-hexagona_obj00003_plane000.jpg,change,correct
10268,ZF6472-Globoquadrina-hexagona_obj00004_plane000.jpg,change,correct
10269,ZF6473-Globoquadrina-hexagona_obj00001_plane000.jpg,change,correct
10274,ZF6473-Globoquadrina-hexagona_obj00006_plane000.jpg,change,correct
10280,ZF6475-Globoquadrina-hexagona_obj00003_plane000.jpg,change,correct
10288,ZF6476-Globoquadrina-hexagona_obj00006_plane000.jpg,remove,correct
10291,ZF6477-Globoquadrina-hexagona_obj00002_plane000.jpg,change,correct
10292,ZF6478-Globoquadrina-hexagona_obj00001_plane000.jpg,change,correct
10293,ZF6478-Globoquadrina-hexagona_obj00002_plane000.jpg,change,correct
10294,ZF6478-Globoquadrina-hexagona_obj00003_plane000.jpg,change,correct
10295,ZF6479-Globoquadrina-hexagona_obj00001_plane000.jpg,change,correct
10296,ZF6479-Globoquadrina-hexagona_obj00002_plane000.jpg,change,correct
10297,ZF6479-Globoquadrina-hexagona_obj00003_plane000.jpg,change,correct
10298,ZF6479-Globoquadrina-hexagona_obj00004_plane000.jpg,change,correct
10299,ZF6479-Globoquadrina-hexagona_obj00005_plane000.jpg,change,correct
10300,ZF6479-Globoquadrina-hexagona_obj00006_plane000.jpg,change,correct
10303,ZF6479-Globoquadrina-hexagona_obj00009_plane000.jpg,change,correct
10305,ZF6479-Globoquadrina-hexagona_obj00011_plane000.jpg,change,correct
10307,ZF6480-Globoquadrina-hexagona_obj00001_plane000.jpg,change,correct
10308,ZF6480-Globoquadrina-hexagona_obj00002_plane000.jpg,change,correct
10310,ZF6480-Globoquadrina-hexagona_obj00004_plane000.jpg,change,correct
10311,ZF6481-Globoquadrina-hexagona_obj00001_plane000.jpg,change,correct
10312,ZF6481-Globoquadrina-hexagona_obj00002_plane000.jpg,change,correct
10313,ZF6481-Globoquadrina-hexagona_obj00003_plane000.jpg,change,correct
10315,ZF6482-Globoquadrina-hexagona_obj00002_plane000.jpg,change,correct
10316,ZF6482-Globoquadrina-hexagona_obj00003_plane000.jpg,change,correct
10317,ZF6482-Globoquadrina-hexagona_obj00004_plane000.jpg,change,correct
10318,ZF6482-Globoquadrina-hexagona_obj00005_plane000.jpg,change,correct
10319,ZF6482-Globoquadrina-hexagona_obj00006_plane000.jpg,remove,correct
10320,ZF6482-Globoquadrina-hexagona_obj00007_plane000.jpg,remove,correct
10322,ZF6483-Globoquadrina-hexagona_obj00002_plane000.jpg,remove,correct
10323,ZF6483-Globoquadrina-hexagona_obj00003_plane000.jpg,remove,correct
10324,ZF6483-Globoquadrina-hexagona_obj00004_plane000.jpg,change,correct
10325,ZF6483-Globoquadrina-hexagona_obj00005_plane000.jpg,change,correct
10326,ZF6483-Globoquadrina-hexagona_obj00006_plane000.jpg,change,correct
10327,ZF6483-Globoquadrina-hexagona_obj00007_plane000.jpg,change,correct
10330,ZF6484-Globoquadrina-hexagona_obj00003_plane000.jpg,change,correct
10331,ZF6486-Globoquadrina-hexagona_obj00001_plane000.jpg,change,correct
10333,ZF6486-Globoquadrina-hexagona_obj00003_plane000.jpg,change,correct
10334,ZF6486-Globoquadrina-hexagona_obj00004_plane000.jpg,change,correct
10336,ZF6487-Globoquadrina-hexagona_obj00001_plane000.jpg,change,correct
10337,ZF6487-Globoquadrina-hexagona_obj00002_plane000.jpg,change,correct
10338,ZF6487-Globoquadrina-hexagona_obj00003_plane000.jpg,change,correct
10339,ZF6487-Globoquadrina-hexagona_obj00004_plane000.jpg,change,correct
10340,ZF6487-Globoquadrina-hexagona_obj00005_plane000.jpg,change,correct
10341,ZF6487-Globoquadrina-hexagona_obj00006_plane000.jpg,change,correct
10344,ZF6487-Globoquadrina-hexagona_obj00009_plane000.jpg,change,correct
10345,ZF6487-Globoquadrina-hexagona_obj00010_plane000.jpg,change,correct
10348,ZF6488-Globoquadrina-hexagona_obj00002_plane000.jpg,change,correct
10356,ZF6492-Globoquadrina-hexagona_obj00001_plane000.jpg,remove,change
10357,ZF6492-Globoquadrina-hexagona_obj00002_plane000.jpg,remove,change
10359,ZF6492-Globoquadrina-hexagona_obj00004_plane000.jpg,change,correct
10360,ZF6493-Globoquadrina-hexagona_obj00001_plane000.jpg,change,correct
10361,ZF6493-Globoquadrina-hexagona_obj00002_plane000.jpg,change,correct
10362,ZF6494-Globoquadrina-hexagona_obj00001_plane000.jpg,change,correct
10363,ZF6494-Globoquadrina-hexagona_obj00002_plane000.jpg,remove,correct
10364,ZF6495-Globoquadrina-hexagona_obj00001_plane000.jpg,remove,correct
10366,ZF6496-Globoquadrina-hexagona_obj00001_plane000.jpg,change,correct
10367,ZF6496-Globoquadrina-hexagona_obj00002_plane000.jpg,change,correct
10368,ZF6496-Globoquadrina-hexagona_obj00003_plane000.jpg,change,correct
10369,ZF6496-Globoquadrina-hexagona_obj00004_plane000.jpg,remove,correct
10370,ZF6497-Globoquadrina-hexagona_obj00001_plane000.jpg,change,correct
10372,ZF6497-Globoquadrina-hexagona_obj00003_plane000.jpg,change,correct
10373,ZF6498-Globoquadrina-hexagona_obj00001_plane000.jpg,change,correct
10374,ZF6498-Globoquadrina-hexagona_obj00002_plane000.jpg,change,correct
10375,ZF6498-Globoquadrina-hexagona_obj00003_plane000.jpg,change,correct
10376,ZF6498-Globoquadrina-hexagona_obj00004_plane000.jpg,change,correct
10388,ZF6500-Globigerinita-glutinata_obj00002_plane000.jpg,change,correct
10390,ZF6500-Globigerinita-glutinata_obj00004_plane000.jpg,remove,correct
10391,ZF6500-Globigerinita-glutinata_obj00005_plane000.jpg,remove,correct
10393,ZF6500-Globigerinita-glutinata_obj00007_plane000.jpg,change,correct
10401,ZF6501-Globigerinita-glutinata_obj00008_plane000.jpg,change,correct
10402,ZF6501-Globigerinita-glutinata_obj00009_plane000.jpg,change,correct
10403,ZF6501-Globigerinita-glutinata_obj00010_plane000.jpg,remove,correct
10404,ZF6502-Globigerinita-glutinata_obj00001_plane000.jpg,change,correct
10405,ZF6502-Globigerinita-glutinata_obj00002_plane000.jpg,change,correct
10406,ZF6502-Globigerinita-glutinata_obj00003_plane000.jpg,change,correct
10412,ZF6502-Globigerinita-glutinata_obj00009_plane000.jpg,change,correct
10420,ZF6503-Globigerinita-glutinata_obj00002_plane000.jpg,remove,correct
10421,ZF6503-Globigerinita-glutinata_obj00003_plane000.jpg,remove,correct
10424,ZF6503-Globigerinita-glutinata_obj00006_plane000.jpg,remove,correct
10435,ZF6504-Globigerinita-glutinata_obj00004_plane000.jpg,change,correct
10439,ZF6504-Globigerinita-glutinata_obj00008_plane000.jpg,change,correct
10442,ZF6504-Globigerinita-glutinata_obj00011_plane000.jpg,remove,correct
10444,ZF6504-Globigerinita-glutinata_obj00013_plane000.jpg,change,correct
10445,ZF6504-Globigerinita-glutinata_obj00014_plane000.jpg,change,correct
10448,ZF6505-Globigerinita-glutinata_obj00001_plane000.jpg,change,correct
10449,ZF6505-Globigerinita-glutinata_obj00002_plane000.jpg,change,correct
10463,ZF6506-Globigerinita-glutinata_obj00003_plane000.jpg,change,correct
10467,ZF6506-Globigerinita-glutinata_obj00007_plane000.jpg,change,correct
10479,ZF6507-Globigerinita-glutinata_obj00001_plane000.jpg,change,correct
10482,ZF6507-Globigerinita-glutinata_obj00004_plane000.jpg,change,correct
10485,ZF6507-Globigerinita-glutinata_obj00007_plane000.jpg,remove,correct
10488,ZF6507-Globigerinita-glutinata_obj00010_plane000.jpg,change,correct
10491,ZF6507-Globigerinita-glutinata_obj00013_plane000.jpg,change,correct
10500,ZF6508-Globigerinita-glutinata_obj00004_plane000.jpg,remove,correct
10501,ZF6508-Globigerinita-glutinata_obj00005_plane000.jpg,change,correct
10504,ZF6509-Globigerinita-glutinata_obj00001_plane000.jpg,remove,correct
10512,ZF6510-Globigerinita-glutinata_obj00002_plane000.jpg,remove,correct
10521,ZF6510-Globigerinita-glutinata_obj00011_plane000.jpg,change,correct
10531,ZF6511-Globigerinita-glutinata_obj00004_plane000.jpg,change,correct
10555,ZF6512-Globigerinita-glutinata_obj00013_plane000.jpg,change,correct
10558,ZF6513-Globigerinita-glutinata_obj00003_plane000.jpg,change,correct
10667,ZF6520-Globigerinita-glutinata_obj00004_plane000.jpg,change,correct
10670,ZF6520-Globigerinita-glutinata_obj00007_plane000.jpg,change,correct
10671,ZF6520-Globigerinita-glutinata_obj00008_plane000.jpg,change,correct
10673,ZF6520-Globigerinita-glutinata_obj00010_plane000.jpg,change,correct
10677,ZF6520-Globigerinita-glutinata_obj00014_plane000.jpg,change,correct
10685,ZF6522-Globigerinita-glutinata_obj00002_plane000.jpg,change,correct
10686,ZF6522-Globigerinita-glutinata_obj00003_plane000.jpg,change,correct
10687,ZF6522-Globigerinita-glutinata_obj00004_plane000.jpg,change,correct
10688,ZF6522-Globigerinita-glutinata_obj00005_plane000.jpg,change,correct
10689,ZF6522-Globigerinita-glutinata_obj00006_plane000.jpg,change,correct
10691,ZF6522-Globigerinita-glutinata_obj00008_plane000.jpg,change,correct
10693,ZF6522-Globigerinita-glutinata_obj00010_plane000.jpg,change,correct
10694,ZF6522-Globigerinita-glutinata_obj00011_plane000.jpg,change,correct
10695,ZF6522-Globigerinita-glutinata_obj00012_plane000.jpg,change,correct
10696,ZF6522-Globigerinita-glutinata_obj00013_plane000.jpg,change,correct
10697,ZF6522-Globigerinita-glutinata_obj00014_plane000.jpg,change,correct
10699,ZF6523-Globigerinita-glutinata_obj00002_plane000.jpg,change,correct
10700,ZF6523-Globigerinita-glutinata_obj00003_plane000.jpg,change,correct
10701,ZF6523-Globigerinita-glutinata_obj00004_plane000.jpg,change,correct
10703,ZF6523-Globigerinita-glutinata_obj00006_plane000.jpg,change,correct
10708,ZF6523-Globigerinita-glutinata_obj00011_plane000.jpg,change,correct
10736,ZF6525-Globigerinita-glutinata_obj00022_plane000.jpg,change,correct
10738,ZF6526-Globigerinita-glutinata_obj00002_plane000.jpg,change,correct
10739,ZF6526-Globigerinita-glutinata_obj00003_plane000.jpg,change,correct
10741,ZF6526-Globigerinita-glutinata_obj00005_plane000.jpg,change,correct
10747,ZF6526-Globigerinita-glutinata_obj00011_plane000.jpg,change,correct
10748,ZF6526-Globigerinita-glutinata_obj00012_plane000.jpg,change,correct
10749,ZF6526-Globigerinita-glutinata_obj00013_plane000.jpg,change,correct
10756,ZF6527-Globigerinita-glutinata_obj00004_plane000.jpg,correct,change
10762,ZF6527-Globigerinita-glutinata_obj00010_plane000.jpg,remove,correct
10769,ZF6527-Globigerinita-glutinata_obj00017_plane000.jpg,remove,correct
10775,ZF6527-Globigerinita-glutinata_obj00023_plane000.jpg,remove,correct
10778,ZF6527-Globigerinita-glutinata_obj00026_plane000.jpg,remove,correct
10781,ZF6528-Globigerinita-glutinata_obj00002_plane000.jpg,remove,correct
10782,ZF6528-Globigerinita-glutinata_obj00003_plane000.jpg,change,correct
10785,ZF6528-Globigerinita-glutinata_obj00006_plane000.jpg,change,correct
10786,ZF6528-Globigerinita-glutinata_obj00007_plane000.jpg,change,correct
10788,ZF6528-Globigerinita-glutinata_obj00009_plane000.jpg,change,correct
10793,ZF6528-Globigerinita-glutinata_obj00014_plane000.jpg,change,correct
10795,ZF6528-Globigerinita-glutinata_obj00016_plane000.jpg,change,correct
10796,ZF6528-Globigerinita-glutinata_obj00017_plane000.jpg,change,correct
10797,ZF6528-Globigerinita-glutinata_obj00018_plane000.jpg,change,correct
10805,ZF6528-Globigerinita-glutinata_obj00026_plane000.jpg,change,correct
10806,ZF6528-Globigerinita-glutinata_obj00027_plane000.jpg,change,correct
10808,ZF6529-Globigerinita-glutinata_obj00002_plane000.jpg,change,correct
10809,ZF6529-Globigerinita-glutinata_obj00003_plane000.jpg,change,correct
10819,ZF6529-Globigerinita-glutinata_obj00013_plane000.jpg,change,correct
10821,ZF6529-Globigerinita-glutinata_obj00015_plane000.jpg,remove,correct
10822,ZF6529-Globigerinita-glutinata_obj00016_plane000.jpg,change,correct
10823,ZF6529-Globigerinita-glutinata_obj00017_plane000.jpg,change,correct
10828,ZF6529-Globigerinita-glutinata_obj00022_plane000.jpg,change,correct
10843,ZF6530-Globigerinita-glutinata_obj00001_plane000.jpg,change,correct
10844,ZF6530-Globigerinita-glutinata_obj00002_plane000.jpg,change,correct
10845,ZF6530-Globigerinita-glutinata_obj00003_plane000.jpg,change,correct
10846,ZF6530-Globigerinita-glutinata_obj00004_plane000.jpg,change,correct
10847,ZF6530-Globigerinita-glutinata_obj00005_plane000.jpg,change,correct
10849,ZF6530-Globigerinita-glutinata_obj00007_plane000.jpg,change,correct
10851,ZF6530-Globigerinita-glutinata_obj00009_plane000.jpg,change,correct
10853,ZF6530-Globigerinita-glutinata_obj00011_plane000.jpg,change,correct
10855,ZF6530-Globigerinita-glutinata_obj00013_plane000.jpg,change,correct
10856,ZF6530-Globigerinita-glutinata_obj00014_plane000.jpg,change,correct
10859,ZF6530-Globigerinita-glutinata_obj00017_plane000.jpg,remove,correct
10860,ZF6530-Globigerinita-glutinata_obj00018_plane000.jpg,remove,correct
10861,ZF6530-Globigerinita-glutinata_obj00019_plane000.jpg,change,correct
10864,ZF6530-Globigerinita-glutinata_obj00022_plane000.jpg,change,correct
10865,ZF6530-Globigerinita-glutinata_obj00023_plane000.jpg,change,correct
10866,ZF6530-Globigerinita-glutinata_obj00024_plane000.jpg,change,correct
10868,ZF6530-Globigerinita-glutinata_obj00026_plane000.jpg,correct,change
10870,ZF6530-Globigerinita-glutinata_obj00028_plane000.jpg,change,correct
10874,ZF6531-Globigerinita-glutinata_obj00004_plane000.jpg,change,correct
10879,ZF6531-Globigerinita-glutinata_obj00009_plane000.jpg,change,correct
10880,ZF6531-Globigerinita-glutinata_obj00010_plane000.jpg,change,correct
10883,ZF6531-Globigerinita-glutinata_obj00013_plane000.jpg,change,correct
10886,ZF6531-Globigerinita-glutinata_obj00016_plane000.jpg,change,correct
10887,ZF6531-Globigerinita-glutinata_obj00017_plane000.jpg,change,correct
10889,ZF6531-Globigerinita-glutinata_obj00019_plane000.jpg,change,correct
10890,ZF6531-Globigerinita-glutinata_obj00020_plane000.jpg,change,correct
10892,ZF6531-Globigerinita-glutinata_obj00022_plane000.jpg,change,correct
10893,ZF6531-Globigerinita-glutinata_obj00023_plane000.jpg,change,correct
10894,ZF6532-Globigerinita-glutinata_obj00001_plane000.jpg,change,correct
10895,ZF6532-Globigerinita-glutinata_obj00002_plane000.jpg,change,correct
10897,ZF6532-Globigerinita-glutinata_obj00004_plane000.jpg,remove,correct
10898,ZF6532-Globigerinita-glutinata_obj00005_plane000.jpg,change,correct
10900,ZF6532-Globigerinita-glutinata_obj00007_plane000.jpg,change,correct
10901,ZF6532-Globigerinita-glutinata_obj00008_plane000.jpg,change,correct
10902,ZF6532-Globigerinita-glutinata_obj00009_plane000.jpg,change,correct
10903,ZF6532-Globigerinita-glutinata_obj00010_plane000.jpg,change,correct
10910,ZF6532-Globigerinita-glutinata_obj00017_plane000.jpg,remove,correct
10917,ZF6532-Globigerinita-glutinata_obj00024_plane000.jpg,change,correct
10918,ZF6532-Globigerinita-glutinata_obj00025_plane000.jpg,change,correct
10919,ZF6532-Globigerinita-glutinata_obj00026_plane000.jpg,change,correct
10920,ZF6532-Globigerinita-glutinata_obj00027_plane000.jpg,change,correct
10922,ZF6533-Globigerinita-glutinata_obj00001_plane000.jpg,change,correct
10932,ZF6533-Globigerinita-glutinata_obj00011_plane000.jpg,change,correct
10933,ZF6533-Globigerinita-glutinata_obj00012_plane000.jpg,change,correct
10944,ZF6534-Globigerinita-glutinata_obj00004_plane000.jpg,change,correct
10947,ZF6534-Globigerinita-glutinata_obj00007_plane000.jpg,remove,correct
10949,ZF6534-Globigerinita-glutinata_obj00009_plane000.jpg,change,correct
10954,ZF6534-Globigerinita-glutinata_obj00014_plane000.jpg,change,correct
10956,ZF6534-Globigerinita-glutinata_obj00016_plane000.jpg,change,correct
10962,ZF6535-Globigerinita-glutinata_obj00001_plane000.jpg,change,correct
10963,ZF6535-Globigerinita-glutinata_obj00002_plane000.jpg,change,correct
10964,ZF6535-Globigerinita-glutinata_obj00003_plane000.jpg,change,correct
10966,ZF6535-Globigerinita-glutinata_obj00005_plane000.jpg,change,correct
10967,ZF6535-Globigerinita-glutinata_obj00006_plane000.jpg,change,correct
10972,ZF6535-Globigerinita-glutinata_obj00011_plane000.jpg,remove,correct
10973,ZF6535-Globigerinita-glutinata_obj00012_plane000.jpg,change,correct
10986,ZF6536-Globigerinita-glutinata_obj00003_plane000.jpg,remove,correct
10988,ZF6536-Globigerinita-glutinata_obj00005_plane000.jpg,change,correct
10997,ZF6536-Globigerinita-glutinata_obj00014_plane000.jpg,change,correct
11004,ZF6536-Globigerinita-glutinata_obj00021_plane000.jpg,change,correct
11022,ZF6537-Globigerinita-glutinata_obj00007_plane000.jpg,change,correct
11025,ZF6537-Globigerinita-glutinata_obj00010_plane000.jpg,correct,change
11026,ZF6537-Globigerinita-glutinata_obj00011_plane000.jpg,correct,change
11035,ZF6537-Globigerinita-glutinata_obj00020_plane000.jpg,change,correct
11040,ZF6537-Globigerinita-glutinata_obj00025_plane000.jpg,change,correct
11047,ZF6538-Globigerinita-glutinata_obj00006_plane000.jpg,change,correct
11048,ZF6538-Globigerinita-glutinata_obj00007_plane000.jpg,change,correct
11049,ZF6538-Globigerinita-glutinata_obj00008_plane000.jpg,change,correct
11051,ZF6538-Globigerinita-glutinata_obj00010_plane000.jpg,change,correct
11052,ZF6538-Globigerinita-glutinata_obj00011_plane000.jpg,change,correct
11053,ZF6538-Globigerinita-glutinata_obj00012_plane000.jpg,change,correct
11054,ZF6538-Globigerinita-glutinata_obj00013_plane000.jpg,change,correct
11064,ZF6539-Globigerinita-glutinata_obj00007_plane000.jpg,change,correct
11065,ZF6539-Globigerinita-glutinata_obj00008_plane000.jpg,change,correct
11066,ZF6539-Globigerinita-glutinata_obj00009_plane000.jpg,change,correct
11067,ZF6539-Globigerinita-glutinata_obj00010_plane000.jpg,change,correct
11068,ZF6539-Globigerinita-glutinata_obj00011_plane000.jpg,change,correct
11069,ZF6539-Globigerinita-glutinata_obj00012_plane000.jpg,change,correct
11070,ZF6539-Globigerinita-glutinata_obj00013_plane000.jpg,change,correct
11071,ZF6539-Globigerinita-glutinata_obj00014_plane000.jpg,change,correct
11075,ZF6540-Globigerinita-glutinata_obj00001_plane000.jpg,change,correct
11076,ZF6540-Globigerinita-glutinata_obj00002_plane000.jpg,change,correct
11077,ZF6540-Globigerinita-glutinata_obj00003_plane000.jpg,change,correct
11078,ZF6540-Globigerinita-glutinata_obj00004_plane000.jpg,change,correct
11079,ZF6540-Globigerinita-glutinata_obj00005_plane000.jpg,change,correct
11080,ZF6540-Globigerinita-glutinata_obj00006_plane000.jpg,change,correct
11081,ZF6540-Globigerinita-glutinata_obj00007_plane000.jpg,change,correct
11082,ZF6540-Globigerinita-glutinata_obj00008_plane000.jpg,change,correct
11083,ZF6540-Globigerinita-glutinata_obj00009_plane000.jpg,change,correct
11084,ZF6540-Globigerinita-glutinata_obj00010_plane000.jpg,change,correct
11087,ZF6541-Globigerinita-glutinata_obj00001_plane000.jpg,change,correct
11092,ZF6541-Globigerinita-glutinata_obj00006_plane000.jpg,change,correct
11096,ZF6542-Globigerinita-glutinata_obj00001_plane000.jpg,remove,correct
11099,ZF6542-Globigerinita-glutinata_obj00004_plane000.jpg,change,correct
11100,ZF6542-Globigerinita-glutinata_obj00005_plane000.jpg,change,correct
11103,ZF6542-Globigerinita-glutinata_obj00008_plane000.jpg,change,correct
11104,ZF6543-Globigerinita-glutinata_obj00001_plane000.jpg,change,correct
11105,ZF6544-Globigerinita-glutinata_obj00001_plane000.jpg,change,correct
11106,ZF6545-Globigerinita-glutinata_obj00001_plane000.jpg,change,correct
11108,ZF6546-Globigerinita-glutinata_obj00002_plane000.jpg,change,correct
11109,ZF6547-Globigerinita-glutinata_obj00001_plane000.jpg,change,correct
11111,ZF6547-Globigerinita-glutinata_obj00003_plane000.jpg,change,correct
11122,ZF6549-Globigerinita-humilis_obj00010_plane000.jpg,change,correct
11128,ZF6550-Globigerinita-humilis_obj00006_plane000.jpg,change,correct
11130,ZF6550-Globigerinita-humilis_obj00008_plane000.jpg,change,correct
11134,ZF6551-Globigerinita-humilis_obj00002_plane000.jpg,change,correct
11135,ZF6551-Globigerinita-humilis_obj00003_plane000.jpg,remove,correct
11138,ZF6551-Globigerinita-humilis_obj00006_plane000.jpg,change,correct
11140,ZF6551-Globigerinita-humilis_obj00008_plane000.jpg,change,correct
11141,ZF6551-Globigerinita-humilis_obj00009_plane000.jpg,change,correct
11142,ZF6551-Globigerinita-humilis_obj00010_plane000.jpg,change,correct
11144,ZF6551-Globigerinita-humilis_obj00012_plane000.jpg,remove,correct
11145,ZF6551-Globigerinita-humilis_obj00013_plane000.jpg,remove,correct
11146,ZF6551-Globigerinita-humilis_obj00014_plane000.jpg,remove,correct
11148,ZF6551-Globigerinita-humilis_obj00016_plane000.jpg,remove,correct
11150,ZF6552-Globigerinita-humilis_obj00002_plane000.jpg,change,correct
11152,ZF6552-Globigerinita-humilis_obj00004_plane000.jpg,change,correct
11153,ZF6552-Globigerinita-humilis_obj00005_plane000.jpg,change,correct
11154,ZF6552-Globigerinita-humilis_obj00006_plane000.jpg,change,correct
11157,ZF6552-Globigerinita-humilis_obj00009_plane000.jpg,change,correct
11158,ZF6552-Globigerinita-humilis_obj00010_plane000.jpg,change,correct
11159,ZF6553-Globigerinita-humilis_obj00001_plane000.jpg,change,correct
11160,ZF6553-Globigerinita-humilis_obj00002_plane000.jpg,change,correct
11162,ZF6553-Globigerinita-humilis_obj00004_plane000.jpg,change,correct
11163,ZF6553-Globigerinita-humilis_obj00005_plane000.jpg,change,correct
11164,ZF6553-Globigerinita-humilis_obj00006_plane000.jpg,change,correct
11165,ZF6553-Globigerinita-humilis_obj00007_plane000.jpg,change,correct
11166,ZF6553-Globigerinita-humilis_obj00008_plane000.jpg,change,correct
11167,ZF6553-Globigerinita-humilis_obj00009_plane000.jpg,change,correct
11168,ZF6553-Globigerinita-humilis_obj00010_plane000.jpg,change,correct
11170,ZF6555-Globigerinita-humilis_obj00001_plane000.jpg,change,correct
11171,ZF6555-Globigerinita-humilis_obj00002_plane000.jpg,change,correct
11172,ZF6555-Globigerinita-humilis_obj00003_plane000.jpg,change,correct
11173,ZF6555-Globigerinita-humilis_obj00004_plane000.jpg,change,correct
11174,ZF6555-Globigerinita-humilis_obj00005_plane000.jpg,change,correct
11175,ZF6555-Globigerinita-humilis_obj00006_plane000.jpg,change,correct
11180,ZF6556-Globigerinita-humilis_obj00005_plane000.jpg,change,correct
11181,ZF6556-Globigerinita-humilis_obj00006_plane000.jpg,change,correct
11183,ZF6556-Globigerinita-humilis_obj00008_plane000.jpg,change,correct
11184,ZF6556-Globigerinita-humilis_obj00009_plane000.jpg,change,correct
11185,ZF6556-Globigerinita-humilis_obj00010_plane000.jpg,change,correct
11186,ZF6556-Globigerinita-humilis_obj00011_plane000.jpg,remove,correct
11187,ZF6556-Globigerinita-humilis_obj00012_plane000.jpg,change,correct
11190,ZF6556-Globigerinita-humilis_obj00015_plane000.jpg,change,correct
11192,ZF6556-Globigerinita-humilis_obj00017_plane000.jpg,change,correct
11193,ZF6556-Globigerinita-humilis_obj00018_plane000.jpg,change,correct
11194,ZF6556-Globigerinita-humilis_obj00019_plane000.jpg,change,correct
11195,ZF6557-Globigerinita-humilis_obj00001_plane000.jpg,change,correct
11196,ZF6557-Globigerinita-humilis_obj00002_plane000.jpg,change,correct
11197,ZF6557-Globigerinita-humilis_obj00003_plane000.jpg,remove,correct
11199,ZF6557-Globigerinita-humilis_obj00005_plane000.jpg,change,correct
11200,ZF6557-Globigerinita-humilis_obj00006_plane000.jpg,change,correct
11201,ZF6557-Globigerinita-humilis_obj00007_plane000.jpg,remove,correct
11202,ZF6557-Globigerinita-humilis_obj00008_plane000.jpg,change,correct
11203,ZF6557-Globigerinita-humilis_obj00009_plane000.jpg,change,correct
11204,ZF6557-Globigerinita-humilis_obj00010_plane000.jpg,change,correct
11205,ZF6557-Globigerinita-humilis_obj00011_plane000.jpg,change,correct
11206,ZF6557-Globigerinita-humilis_obj00012_plane000.jpg,change,correct
11207,ZF6557-Globigerinita-humilis_obj00013_plane000.jpg,change,correct
11208,ZF6557-Globigerinita-humilis_obj00014_plane000.jpg,change,correct
11209,ZF6557-Globigerinita-humilis_obj00015_plane000.jpg,change,correct
11210,ZF6557-Globigerinita-humilis_obj00016_plane000.jpg,change,correct
11211,ZF6558-Globigerinita-humilis_obj00001_plane000.jpg,change,correct
11214,ZF6558-Globigerinita-humilis_obj00004_plane000.jpg,change,correct
11215,ZF6558-Globigerinita-humilis_obj00005_plane000.jpg,change,correct
11216,ZF6558-Globigerinita-humilis_obj00006_plane000.jpg,remove,correct
11219,ZF6558-Globigerinita-humilis_obj00009_plane000.jpg,change,correct
11222,ZF6558-Globigerinita-humilis_obj00012_plane000.jpg,change,correct
11225,ZF6558-Globigerinita-humilis_obj00015_plane000.jpg,change,correct
